filename,label,size_kb,md5,sample_rate,channels,bit_depth,n_frames,duration,readable,rms_raw,rms,zcr,centroid,bandwidth
sound_1.wav,ambulance,516.9,b564f5ccfb25ea8fd3908204b039d7b1,44100,2,16,132300,3.0,True,0.018139662221074104,0.21633781492710114,0.13085186298076923,1930.144174429895,1374.0832396661428
sound_10.wav,ambulance,516.9,1151028dfe391b7786445b516aefcf08,44100,2,16,132300,3.0,True,0.017939813435077667,0.2180202454328537,0.12748272235576924,1937.7214973858906,1428.1766594038918
sound_100.wav,ambulance,516.9,276511eae2d37ba077baeef7a23e3c25,44100,2,16,132300,3.0,True,0.20274829864501953,0.3096933364868164,0.12786583533653847,2305.5123328289214,2244.9773894668797
sound_101.wav,ambulance,516.9,89d33c2925a5d9a36a3154795c6bd4dc,44100,2,16,132300,3.0,True,0.202333003282547,0.3473074436187744,0.12756911057692308,2045.489391380732,1946.3796071954528
sound_102.wav,ambulance,516.9,e94cbf1b660db1b85e53167fa69c0436,44100,2,16,132300,3.0,True,0.2595302164554596,0.3814564049243927,0.10299353966346154,1651.5374011727445,1624.7250469685453
sound_103.wav,ambulance,516.9,a3fae69bd0eb0b8fa3a973973506a117,44100,2,16,132300,3.0,True,0.23263654112815857,0.30029943585395813,0.11027268629807692,1718.1396416116659,1620.8853494756693
sound_104.wav,ambulance,516.9,ec7295ac425d1ae9b6ba96bdc464786b,44100,2,16,132300,3.0,True,0.2251797467470169,0.3646414577960968,0.09505709134615385,1560.7981595518984,1567.8789242280866
sound_105.wav,ambulance,516.9,ee62ce19b6f0fc870b5fa7a9184e1f99,44100,2,16,132300,3.0,True,0.19370901584625244,0.3037746250629425,0.11522310697115384,1845.1864682146204,1872.6288072750215
sound_106.wav,ambulance,516.9,89b6d0fd4cdbc77cdae559ebee9f658b,44100,2,16,132300,3.0,True,0.10701218992471695,0.2599061131477356,0.12816631610576923,1890.8762340061544,1707.7600453103043
sound_107.wav,ambulance,516.9,120284350cbe653d7c7bc24e653e2dcf,44100,2,16,132300,3.0,True,0.11736654490232468,0.2711906135082245,0.14355844350961539,2451.2205507188874,2205.878334516277
sound_108.wav,ambulance,516.9,452fb1185c92680ba5b5d7f76f80bd0d,44100,2,16,132300,3.0,True,0.13575035333633423,0.32378828525543213,0.13199368990384616,1965.7402322969072,1590.7828425879566
sound_109.wav,ambulance,516.9,212147f4678bd8b43d3a303ebb8efc8c,44100,2,16,132300,3.0,True,0.1599198579788208,0.2696917951107025,0.12161959134615384,1832.6830015015291,1521.6184649604163
sound_11.wav,ambulance,516.9,1702b7ac9f3a393217f8987958bcf3b7,44100,2,16,132300,3.0,True,0.015310610644519329,0.16790476441383362,0.1029296875,1598.9480639163303,1126.5190122153722
sound_110.wav,ambulance,516.9,99d3fe793bbaca8c16fb69a5f6766c51,44100,2,16,132300,3.0,True,0.11194934695959091,0.24319258332252502,0.10961162860576923,1757.971075363273,1606.13892790453
sound_111.wav,ambulance,516.9,a96dc9f5c0072e5ffed43b245b8b1526,44100,2,16,132300,3.0,True,0.1371690332889557,0.3344155550003052,0.12743013822115384,2049.4389378964156,1869.8236090981097
sound_112.wav,ambulance,516.9,61ad2e43f7d6653b66fab0bc56cf2712,44100,2,16,132300,3.0,True,0.12848657369613647,0.3021605610847473,0.12331355168269231,1939.305139686464,1681.3376517081708
sound_113.wav,ambulance,516.9,7bd6818e3c63a9ea62dc6a44a3f37d14,44100,2,16,132300,3.0,True,0.11111046373844147,0.26616358757019043,0.11991436298076923,1882.500962648314,1715.6492278262208
sound_114.wav,ambulance,516.9,716ffcf6412e8f58339752a0f01d2b12,44100,2,16,132300,3.0,True,0.11093012243509293,0.2722108066082001,0.12913912259615384,1993.699856155478,1870.537531614471
sound_115.wav,ambulance,516.9,ea4710be6b66933e6ab8096dc352af90,44100,2,16,132300,3.0,True,0.11206378042697906,0.2951356768608093,0.12576246995192308,2055.1305531962016,1934.645550563601
sound_116.wav,ambulance,516.9,3b609d1dfe7962602682c552730ce448,44100,2,16,132300,3.0,True,0.10324588418006897,0.24917826056480408,0.13713191105769232,2304.9810720909563,2069.83874835348
sound_117.wav,ambulance,516.9,5f06b04bb3ea7d386526f1003507fa32,44100,2,16,132300,3.0,True,0.10686656087636948,0.29042232036590576,0.14820087139423077,2595.1301451837903,2299.7292254717913
sound_118.wav,ambulance,516.9,52f26763327e6bfee17df2de3a9fb7a6,44100,2,16,132300,3.0,True,0.11811883002519608,0.2763189375400543,0.12014723557692308,1834.5781189826976,1710.3544934354861
sound_119.wav,ambulance,516.9,58c2ad882006811ea370b68dc0b21804,44100,2,16,132300,3.0,True,0.1098950207233429,0.2555232346057892,0.10533728966346154,1637.0078578483922,1530.25383283915
sound_12.wav,ambulance,516.9,b3d1c5063d291bc10cd8fb6e9cd03881,44100,2,16,132300,3.0,True,0.03879937529563904,0.18732516467571259,0.13261343149038463,1835.295463315416,1118.398522550017
sound_120.wav,ambulance,516.9,d6b43e92c73a15eeefab1b0b0ef807cd,44100,2,16,132300,3.0,True,0.11245284229516983,0.270080029964447,0.11491887019230769,1627.7809216866647,1516.611494118705
sound_121.wav,ambulance,516.9,1e1045f7a36309742199f3459d0eb195,44100,2,16,132300,3.0,True,0.0894385352730751,0.2724260091781616,0.0919921875,1438.868344365269,1764.6739455129243
sound_122.wav,ambulance,516.9,a5d597799a03813b9e92a771c00d366b,44100,2,16,132300,3.0,True,0.09255523234605789,0.28035256266593933,0.09353590745192308,1505.4800939924553,1713.2216073507384
