filename,stem,label,size_kb,md5,sample_rate,channels,bit_depth,n_frames,duration,readable,name_pattern,source_id,rms,zcr,centroid,bandwidth
mixed_sound_1.wav,mixed_sound_1,ambulance,516.8,6f5302ea3a07ca704aeb9e17f67fa3f0,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_1,0.565723717212677,0.09334435096153847,2277.244895395186,2453.7241942340193
mixed_sound_10.wav,mixed_sound_10,ambulance,516.8,5b12062876f4d298ee0f9a0fbda188d1,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_10,0.5252611637115479,0.10589693509615385,2132.9708820330584,2220.613905579109
mixed_sound_100.wav,mixed_sound_100,ambulance,516.8,f172dd145c771d664238f600e607a435,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_100,0.5780694484710693,0.05733548677884615,1615.2312149249044,2047.139777981854
mixed_sound_100_1.wav,mixed_sound_100_1,ambulance,516.8,81b989f38734e7231a39b04a087ff6ef,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_100,0.5762465000152588,0.10561147836538462,2295.464415830934,2346.890306866085
mixed_sound_101.wav,mixed_sound_101,ambulance,516.8,cc3cb9f204bbb24f46e1e58854817b2b,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_101,0.5877566933631897,0.0754131610576923,1435.8428839586966,1749.345358971745
mixed_sound_101_1.wav,mixed_sound_101_1,ambulance,516.8,b28fe1588bf5d88c0b665c02269fb063,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_101,0.4880863428115845,0.09682241586538462,1639.4442344571119,1866.5191371367484
mixed_sound_102.wav,mixed_sound_102,ambulance,516.8,05fcabd7908a43f284ae8c40383fcca6,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_102,0.4328964948654175,0.18935546875,2951.2838657481248,2490.1352719456054
mixed_sound_102_1.wav,mixed_sound_102_1,ambulance,516.8,55fb58496ae2cb13a61c6f01fbc17e99,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_102,0.6074140667915344,0.06390850360576923,1400.6527197531577,1725.9449659730506
mixed_sound_103.wav,mixed_sound_103,ambulance,516.8,6db7ef688a2c8296e4b78376d84f1e85,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_103,0.5614171624183655,0.08645582932692308,2137.81334520194,2359.8104620776494
mixed_sound_103_1.wav,mixed_sound_103_1,ambulance,516.8,51489bc4a898f3242d235c8f427f1caa,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_103,0.47004348039627075,0.09844501201923077,2101.199355084424,2281.6125267632437
mixed_sound_104.wav,mixed_sound_104,ambulance,516.8,54dbc6f9659315f236b7944d8989210d,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_104,0.5161617398262024,0.13011568509615384,2360.9929471712103,2340.57578011715
mixed_sound_104_1.wav,mixed_sound_104_1,ambulance,516.8,e452a678d23b7d2e65a6dae0e5a24d9d,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_104,0.5665444135665894,0.06746544471153847,1411.2274748512782,1733.1091153817324
mixed_sound_105.wav,mixed_sound_105,ambulance,516.8,2ad9d6a7bd137f84a84d7c340eff7619,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_105,0.6157544851303101,0.055506310096153845,1231.6776652877797,1623.18854094366
mixed_sound_105_1.wav,mixed_sound_105_1,ambulance,516.8,5d6d0a023074388a6f821f106538b79f,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_105,0.5398798584938049,0.11451697716346154,2256.210490076409,2273.726764545846
mixed_sound_106.wav,mixed_sound_106,ambulance,516.8,eb95d5d2bb68b04f570ff17653959757,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_106,0.3878878057003021,0.12499248798076923,2327.2184444420623,2365.4054373390613
mixed_sound_106_1.wav,mixed_sound_106_1,ambulance,516.8,d0a6161411b496c8606c371d2c66089f,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_106,0.5967788696289062,0.05617863581730769,1424.9021170001324,1782.984694136293
mixed_sound_107.wav,mixed_sound_107,ambulance,516.8,55c7673d2fce67db35fb7619602d74b4,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_107,0.5632575750350952,0.07454552283653847,1600.5446977613121,1953.8905521171425
mixed_sound_107_1.wav,mixed_sound_107_1,ambulance,516.8,6997e5c297cde36298bb983b3beb26dd,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_107,0.5530659556388855,0.06746168870192308,1625.3326466793076,2009.0942006894154
mixed_sound_108.wav,mixed_sound_108,ambulance,516.8,daf4c19d0ebff22ec8045d9bb934219c,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_108,0.500007152557373,0.16127554086538462,2594.697859887601,2498.3198167341893
mixed_sound_108_1.wav,mixed_sound_108_1,ambulance,516.8,7bbff495ed138d9f69c9b34a5a2dd2f2,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_108,0.6012471318244934,0.06511418269230769,1465.7496548104405,1798.194815642646
mixed_sound_109.wav,mixed_sound_109,ambulance,516.8,7568be570b5c0c709b35f69f9a0b5fa7,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_109,0.620135486125946,0.05278695913461538,1069.1484493372363,1405.569312778576
mixed_sound_109_1.wav,mixed_sound_109_1,ambulance,516.8,b7b41f352732500fc0b4524ed8a33b5f,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_109,0.5994688868522644,0.06044170673076923,1389.6906856180005,1794.2162829121696
mixed_sound_10_1.wav,mixed_sound_10_1,ambulance,516.8,30921ca15167c4147d7129b7b41aad9d,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_10,0.5666179656982422,0.062488731971153844,1363.6509600907634,1719.427897012234
mixed_sound_11.wav,mixed_sound_11,ambulance,516.8,09d311922298fb2c72fed34ad9be3dde,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_11,0.5061169862747192,0.18406700721153846,2768.034097385927,2518.651909865025
mixed_sound_110.wav,mixed_sound_110,ambulance,516.8,e1a220b4dd95f60866a36eecc94b6be4,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_110,0.6208855509757996,0.05137469951923077,1173.4604542799864,1505.1232614867547
mixed_sound_110_1.wav,mixed_sound_110_1,ambulance,516.8,ed8c6893d5d7f999c50402dba15c1f70,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_110,0.6181003451347351,0.05848482572115385,1365.8684874218213,1702.1367714203748
mixed_sound_111.wav,mixed_sound_111,ambulance,516.8,b9817ccf7a8adc8ef1b587aec0378238,44100,2,16,132300,3.0,True,mixed_sound_#,ambulance_111,0.5221849679946899,0.08320688100961539,1459.5588895849517,1716.7008764569966
mixed_sound_111_1.wav,mixed_sound_111_1,ambulance,516.8,e612bd97869b535352ab1c94265f1f9a,44100,2,16,132300,3.0,True,mixed_sound_#_#,ambulance_111,0.57445228099823,0.06811147836538461,1476.1476427998632,1798.7379154756002
